motion_flag,motion_severity,motion_explanation,dropout_flag,dropout_severity,dropout_explanation,spike_flag,spike_severity,spike_explanation,flatline_flag,flatline_severity,flatline_explanation,any_artifact,artifact_burden
0,0.0,"amp_var=0.406 (thr=0.5, range-normalized), hf_power_ratio=0.017 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.258 (thr=0.5, range-normalized), hf_power_ratio=0.113 (thr=0.4)",1,0.28125,longest_dropout=36 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.0703125
0,0.0,"amp_var=0.313 (thr=0.5, range-normalized), hf_power_ratio=0.135 (thr=0.4)",1,0.3515625,longest_dropout=45 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.087890625
0,0.0,"amp_var=0.406 (thr=0.5, range-normalized), hf_power_ratio=0.070 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.408 (thr=0.5, range-normalized), hf_power_ratio=0.028 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.291 (thr=0.5, range-normalized), hf_power_ratio=0.130 (thr=0.4)",0,0.125,longest_dropout=16 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.03125
0,0.0,"amp_var=0.421 (thr=0.5, range-normalized), hf_power_ratio=0.009 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.378 (thr=0.5, range-normalized), hf_power_ratio=0.041 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.376 (thr=0.5, range-normalized), hf_power_ratio=0.030 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.328 (thr=0.5, range-normalized), hf_power_ratio=0.106 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.328 (thr=0.5, range-normalized), hf_power_ratio=0.093 (thr=0.4)",0,0.15625,longest_dropout=20 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.0390625
0,0.0,"amp_var=0.372 (thr=0.5, range-normalized), hf_power_ratio=0.031 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.352 (thr=0.5, range-normalized), hf_power_ratio=0.055 (thr=0.4)",1,0.28125,longest_dropout=36 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.0703125
0,0.0,"amp_var=0.274 (thr=0.5, range-normalized), hf_power_ratio=0.120 (thr=0.4)",1,0.484375,longest_dropout=62 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.12109375
0,0.0,"amp_var=0.347 (thr=0.5, range-normalized), hf_power_ratio=0.090 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.282 (thr=0.5, range-normalized), hf_power_ratio=0.132 (thr=0.4)",1,0.3671875,longest_dropout=47 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.091796875
0,0.0,"amp_var=0.364 (thr=0.5, range-normalized), hf_power_ratio=0.092 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.282 (thr=0.5, range-normalized), hf_power_ratio=0.116 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.361 (thr=0.5, range-normalized), hf_power_ratio=0.045 (thr=0.4)",1,0.2734375,longest_dropout=35 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.068359375
0,0.0,"amp_var=0.396 (thr=0.5, range-normalized), hf_power_ratio=0.033 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.409 (thr=0.5, range-normalized), hf_power_ratio=0.024 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.395 (thr=0.5, range-normalized), hf_power_ratio=0.033 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.278 (thr=0.5, range-normalized), hf_power_ratio=0.120 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.288 (thr=0.5, range-normalized), hf_power_ratio=0.112 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.374 (thr=0.5, range-normalized), hf_power_ratio=0.044 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.239 (thr=0.5, range-normalized), hf_power_ratio=0.205 (thr=0.4)",1,0.25,longest_dropout=32 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.0625
0,0.0,"amp_var=0.283 (thr=0.5, range-normalized), hf_power_ratio=0.109 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.309 (thr=0.5, range-normalized), hf_power_ratio=0.114 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.413 (thr=0.5, range-normalized), hf_power_ratio=0.025 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.414 (thr=0.5, range-normalized), hf_power_ratio=0.011 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.297 (thr=0.5, range-normalized), hf_power_ratio=0.110 (thr=0.4)",1,0.390625,longest_dropout=50 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.09765625
0,0.0,"amp_var=0.293 (thr=0.5, range-normalized), hf_power_ratio=0.100 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.421 (thr=0.5, range-normalized), hf_power_ratio=0.010 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.270 (thr=0.5, range-normalized), hf_power_ratio=0.131 (thr=0.4)",1,0.4375,longest_dropout=56 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.109375
0,0.0,"amp_var=0.406 (thr=0.5, range-normalized), hf_power_ratio=0.015 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.337 (thr=0.5, range-normalized), hf_power_ratio=0.048 (thr=0.4)",1,0.265625,longest_dropout=34 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.06640625
0,0.0,"amp_var=0.362 (thr=0.5, range-normalized), hf_power_ratio=0.078 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.406 (thr=0.5, range-normalized), hf_power_ratio=0.030 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.375 (thr=0.5, range-normalized), hf_power_ratio=0.038 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.386 (thr=0.5, range-normalized), hf_power_ratio=0.055 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.359 (thr=0.5, range-normalized), hf_power_ratio=0.033 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.435 (thr=0.5, range-normalized), hf_power_ratio=0.013 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.253 (thr=0.5, range-normalized), hf_power_ratio=0.100 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.360 (thr=0.5, range-normalized), hf_power_ratio=0.046 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.370 (thr=0.5, range-normalized), hf_power_ratio=0.025 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.289 (thr=0.5, range-normalized), hf_power_ratio=0.145 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.396 (thr=0.5, range-normalized), hf_power_ratio=0.051 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.308 (thr=0.5, range-normalized), hf_power_ratio=0.120 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.271 (thr=0.5, range-normalized), hf_power_ratio=0.163 (thr=0.4)",0,0.1328125,longest_dropout=17 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.033203125
0,0.0,"amp_var=0.372 (thr=0.5, range-normalized), hf_power_ratio=0.060 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.285 (thr=0.5, range-normalized), hf_power_ratio=0.160 (thr=0.4)",1,0.34375,longest_dropout=44 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.0859375
0,0.0,"amp_var=0.381 (thr=0.5, range-normalized), hf_power_ratio=0.059 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.324 (thr=0.5, range-normalized), hf_power_ratio=0.122 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.370 (thr=0.5, range-normalized), hf_power_ratio=0.049 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.334 (thr=0.5, range-normalized), hf_power_ratio=0.076 (thr=0.4)",1,0.296875,longest_dropout=38 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.07421875
0,0.0,"amp_var=0.298 (thr=0.5, range-normalized), hf_power_ratio=0.069 (thr=0.4)",1,0.4296875,longest_dropout=55 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.107421875
0,0.0,"amp_var=0.394 (thr=0.5, range-normalized), hf_power_ratio=0.021 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.330 (thr=0.5, range-normalized), hf_power_ratio=0.043 (thr=0.4)",1,0.40625,longest_dropout=52 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.1015625
0,0.0,"amp_var=0.320 (thr=0.5, range-normalized), hf_power_ratio=0.137 (thr=0.4)",1,0.359375,longest_dropout=46 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.08984375
0,0.0,"amp_var=0.396 (thr=0.5, range-normalized), hf_power_ratio=0.031 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.405 (thr=0.5, range-normalized), hf_power_ratio=0.030 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
