signal_quality_score,artifact_burden_score,temporal_stability_score,missingness_risk_score,device_bias_score,confounding_risk_score,overall_trust_score,category,explanation,participant_id
77.77499999999999,72.91,89.27378049214525,82.0952380952381,100.0,74.17897980583128,81.61,high,Overall category: high. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (72.9). Research prototype only. Not medical advice.,P0020
57.32166666666667,67.33333333333333,86.34055523793154,87.54761904761905,100.0,76.03704349606191,75.8,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (57.3). Research prototype only. Not medical advice.,P0021
59.445,64.28666666666668,83.84032892772998,83.26190476190476,100.0,87.46936633958916,75.72,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (59.4). Research prototype only. Not medical advice.,P0022
62.886666666666656,50.4,89.86579854642217,69.64285714285714,100.0,97.5435533476083,73.98,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (50.4). Research prototype only. Not medical advice.,P0023
65.74333333333333,65.02999999999999,90.50144123550635,62.642857142857146,100.0,93.88940678399268,76.33,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (62.6). Research prototype only. Not medical advice.,P0024
58.90666666666667,61.71833333333334,87.90385017018491,88.71428571428572,100.0,94.56079479600797,77.41,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (58.9). Research prototype only. Not medical advice.,P0025
70.80333333333333,63.946666666666665,86.96446255137795,78.5952380952381,100.0,88.86753731883678,78.56,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (63.9). Research prototype only. Not medical advice.,P0026
56.66499999999998,51.99166666666667,88.97136135454092,62.26190476190475,100.0,93.32028611022477,71.03,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (52.0). Research prototype only. Not medical advice.,P0027
52.58166666666667,62.70666666666666,89.41528125233795,80.54761904761905,100.0,80.93475335102208,73.75,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (52.6). Research prototype only. Not medical advice.,P0028
58.83333333333335,64.3,86.75592238506025,87.54761904761905,100.0,82.55158085073882,76.31,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (58.8). Research prototype only. Not medical advice.,P0029
71.02833333333334,66.99166666666667,89.27122530704746,82.0952380952381,100.0,86.26646119763568,79.95,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (67.0). Research prototype only. Not medical advice.,P0030
64.285,59.84499999999999,86.6638297397281,82.0952380952381,100.0,77.3222343446048,75.42,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (59.8). Research prototype only. Not medical advice.,P0031
65.335,66.33666666666667,90.41720903789452,70.02380952380953,100.0,93.23230273080928,77.51,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (65.3). Research prototype only. Not medical advice.,P0032
55.28000000000001,55.955,88.8226342216026,76.26190476190476,100.0,99.79246341430549,74.19,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (55.3). Research prototype only. Not medical advice.,P0033
70.99333333333334,66.875,89.16546243052517,79.76190476190476,100.0,91.38802642813866,80.06,high,Overall category: high. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (66.9). Research prototype only. Not medical advice.,P0034
64.46666666666665,57.58333333333334,82.5857162930498,57.190476190476204,100.0,84.67356900917876,71.2,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (57.2). Research prototype only. Not medical advice.,P0035
60.988333333333344,61.87499999999999,87.0846445454438,61.47619047619048,100.0,78.48216487126378,72.11,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (61.0). Research prototype only. Not medical advice.,P0036
61.308333333333344,62.92833333333333,87.58375687487228,79.76190476190476,100.0,79.89655692971768,75.38,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (61.3). Research prototype only. Not medical advice.,P0037
67.20166666666667,56.955,84.45733996972817,71.19047619047619,100.0,82.70278812072083,74.03,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (57.0). Research prototype only. Not medical advice.,P0038
53.516666666666666,65.46666666666667,88.60350368856984,73.14285714285714,100.0,67.03940695345729,71.87,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (53.5). Research prototype only. Not medical advice.,P0039
58.508333333333326,56.220000000000006,87.57622738097992,60.30952380952381,100.0,63.23096953742308,68.76,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (56.2). Research prototype only. Not medical advice.,P0040
48.891666666666666,54.94666666666666,89.53408303381352,42.4047619047619,100.0,95.77454022791736,67.06,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (42.4). Research prototype only. Not medical advice.,P0041
58.23166666666667,63.806666666666665,82.12889506014251,76.26190476190476,100.0,82.0999149712831,73.39,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (58.2). Research prototype only. Not medical advice.,P0042
58.78,68.75,88.3464205819996,67.30952380952382,100.0,92.03921162186836,75.41,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (58.8). Research prototype only. Not medical advice.,P0043
52.239999999999995,65.19,84.8847799947603,69.64285714285714,100.0,54.21818344443442,68.94,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (52.2). Research prototype only. Not medical advice.,P0044
70.19833333333332,60.196666666666665,85.66015626149965,68.47619047619048,100.0,94.41009193013335,76.43,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (60.2). Research prototype only. Not medical advice.,P0045
48.39166666666666,49.425,79.43695375726475,61.47619047619048,100.0,65.56011408808241,63.65,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (48.4). Research prototype only. Not medical advice.,P0046
54.35333333333333,48.568333333333335,87.79282882709282,75.09523809523809,100.0,59.01722048231481,68.03,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (48.6). Research prototype only. Not medical advice.,P0047
58.12500000000001,62.33333333333333,87.57574597121788,54.07142857142857,100.0,75.84410721766582,70.21,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (54.1). Research prototype only. Not medical advice.,P0048
43.37833333333334,48.995,72.67678535101413,48.61904761904763,100.0,88.86998728404015,61.36,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (43.4). Research prototype only. Not medical advice.,P0049
47.81000000000001,58.06333333333333,82.00223232082384,64.97619047619048,100.0,79.08888683361957,67.62,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (47.8). Research prototype only. Not medical advice.,P0050
66.83333333333333,63.915,85.87711060197825,70.80952380952381,100.0,70.72470757353808,74.36,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (63.9). Research prototype only. Not medical advice.,P0051
65.99499999999998,63.063333333333325,89.22992707977318,80.92857142857143,100.0,71.08078031152685,76.2,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (63.1). Research prototype only. Not medical advice.,P0052
57.82833333333334,60.963333333333345,89.7938450491319,75.09523809523809,100.0,84.56655937205252,74.33,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (57.8). Research prototype only. Not medical advice.,P0053
72.81833333333333,65.91833333333332,83.53684444040232,83.26190476190476,100.0,73.86204952574973,77.97,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (65.9). Research prototype only. Not medical advice.,P0054
67.91333333333333,62.5,85.85329708056992,63.02380952380954,100.0,65.15954990239348,72.62,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (62.5). Research prototype only. Not medical advice.,P0055
74.42833333333334,66.08333333333334,85.36743115241107,56.404761904761905,100.0,97.84073693207343,77.14,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (56.4). Research prototype only. Not medical advice.,P0056
69.13,65.68166666666666,84.11757100778131,65.76190476190476,100.0,84.11843150215374,75.52,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (65.7). Research prototype only. Not medical advice.,P0057
66.79166666666669,63.24333333333334,81.80411527810453,84.42857142857143,100.0,69.67686035231246,75.34,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (63.2). Research prototype only. Not medical advice.,P0058
71.92500000000001,67.24833333333333,89.56765933382957,77.80952380952382,100.0,76.05880580437483,78.62,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (67.2). Research prototype only. Not medical advice.,P0059
67.43500000000002,60.3,87.99614645877244,62.642857142857146,100.0,77.85754379885034,73.7,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (60.3). Research prototype only. Not medical advice.,P0060
49.73833333333334,61.985,83.74185502698906,73.92857142857142,100.0,99.6295271449928,72.63,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (49.7). Research prototype only. Not medical advice.,P0061
61.99666666666667,56.291666666666664,87.7644499736672,71.5952380952381,100.0,90.58167879564975,74.11,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (56.3). Research prototype only. Not medical advice.,P0062
70.26333333333334,64.15833333333333,89.9461193125543,75.47619047619048,100.0,71.42481113998811,76.85,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (64.2). Research prototype only. Not medical advice.,P0063
74.84166666666668,68.39333333333333,84.4832834228698,78.5952380952381,100.0,76.61144033527142,78.74,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (68.4). Research prototype only. Not medical advice.,P0064
51.02333333333334,46.27333333333333,86.77162091388828,40.45238095238095,100.0,99.66687667328632,65.4,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (40.5). Research prototype only. Not medical advice.,P0065
42.446666666666665,50.046666666666674,87.74959397326528,66.92857142857143,100.0,87.4333277942314,66.95,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (42.4). Research prototype only. Not medical advice.,P0066
64.60166666666667,62.10333333333333,89.5838868868917,79.76190476190476,100.0,70.45583772727161,75.5,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (62.1). Research prototype only. Not medical advice.,P0067
55.97666666666667,50.20333333333333,85.58510332734242,59.14285714285714,100.0,81.43556130102827,68.17,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (50.2). Research prototype only. Not medical advice.,P0068
48.87166666666667,53.273333333333326,83.20494589458166,66.14285714285715,100.0,98.51191386783508,69.29,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (48.9). Research prototype only. Not medical advice.,P0069
53.50500000000002,61.26166666666667,87.27366325139452,84.42857142857143,100.0,75.30692167212968,73.28,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (53.5). Research prototype only. Not medical advice.,P0070
67.50333333333333,56.40500000000001,74.71591401166538,66.14285714285715,100.0,82.130312854813,71.23,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (56.4). Research prototype only. Not medical advice.,P0071
74.41999999999999,62.295,84.809215048736,84.04761904761905,100.0,67.31951077560403,77.36,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (62.3). Research prototype only. Not medical advice.,P0072
67.87666666666668,55.77333333333333,87.11953946870837,58.35714285714286,100.0,95.43510953227104,73.84,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (55.8). Research prototype only. Not medical advice.,P0073
65.835,67.24499999999998,92.12460866031287,69.64285714285714,100.0,98.98631583828283,78.68,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (65.8). Research prototype only. Not medical advice.,P0074
66.80333333333334,62.760000000000005,88.62853325090168,79.76190476190476,100.0,98.58567244090925,78.8,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (62.8). Research prototype only. Not medical advice.,P0075
66.16333333333331,71.37333333333333,83.63341195930298,79.76190476190476,100.0,98.02954588221067,79.31,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (66.2). Research prototype only. Not medical advice.,P0076
51.76,62.94500000000001,82.2897694400501,62.642857142857146,100.0,82.50257620400964,69.63,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (51.8). Research prototype only. Not medical advice.,P0077
57.45666666666668,55.665000000000006,86.18136158623592,71.97619047619048,100.0,90.41787762235082,72.57,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (55.7). Research prototype only. Not medical advice.,P0078
51.015,48.911666666666676,86.80012083656094,51.35714285714287,100.0,70.69351774419647,64.67,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (48.9). Research prototype only. Not medical advice.,P0079
58.96166666666666,49.736666666666665,86.05071471719994,59.14285714285714,100.0,70.65926242606635,67.84,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (49.7). Research prototype only. Not medical advice.,P0080
59.86833333333333,62.395,79.81987046762451,72.76190476190476,100.0,71.35620708180561,71.46,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (59.9). Research prototype only. Not medical advice.,P0081
64.84166666666667,61.83833333333333,87.92826373087475,58.35714285714286,100.0,93.55907243477479,74.27,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (58.4). Research prototype only. Not medical advice.,P0082
47.86,59.75833333333333,81.6766134331157,66.14285714285715,100.0,99.4708616330754,70.12,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (47.9). Research prototype only. Not medical advice.,P0083
48.95166666666667,57.48,82.17817420837643,64.97619047619048,100.0,99.08434896793804,69.82,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (49.0). Research prototype only. Not medical advice.,P0084
70.80499999999998,62.57,89.35493053427366,76.26190476190476,100.0,81.67957298589123,77.69,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (62.6). Research prototype only. Not medical advice.,P0085
51.875000000000014,44.25666666666667,83.15193797080103,32.66666666666667,100.0,64.54235304575081,59.8,low,Overall category: low. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (32.7). Research prototype only. Not medical advice.,P0086
64.66333333333333,55.203333333333326,88.15687160888555,48.238095238095234,100.0,81.61986956502918,70.24,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (48.2). Research prototype only. Not medical advice.,P0087
68.75166666666665,66.44833333333334,86.4693732029196,89.88095238095238,100.0,93.08103642561917,80.56,high,Overall category: high. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (66.4). Research prototype only. Not medical advice.,P0088
55.87333333333333,70.83333333333333,80.13861925002,82.0952380952381,100.0,61.92975777576917,72.67,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (55.9). Research prototype only. Not medical advice.,P0089
60.43166666666667,56.98666666666667,82.42068269500851,71.5952380952381,100.0,91.95195562840837,72.92,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (57.0). Research prototype only. Not medical advice.,P0090
56.16666666666668,53.50333333333334,86.97625675840779,42.0,100.0,79.12001486775256,66.35,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (42.0). Research prototype only. Not medical advice.,P0091
70.69333333333336,69.07666666666667,79.42163837705529,76.64285714285714,100.0,98.9569129185668,78.77,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (69.1). Research prototype only. Not medical advice.,P0092
67.92166666666667,58.629999999999995,66.05140321937205,57.190476190476204,100.0,73.76720955547493,67.87,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (57.2). Research prototype only. Not medical advice.,P0093
78.61333333333333,67.27666666666667,68.16163398640431,83.26190476190476,100.0,87.56261680293464,77.99,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (67.3). Research prototype only. Not medical advice.,P0094
64.45166666666665,63.55666666666667,88.7470099345483,72.76190476190476,100.0,81.35529895104254,75.62,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (63.6). Research prototype only. Not medical advice.,P0095
60.163333333333334,52.39666666666667,89.29371908492331,68.47619047619048,100.0,94.06727238823852,73.06,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (52.4). Research prototype only. Not medical advice.,P0096
63.970000000000006,63.99999999999999,85.13946277136901,77.42857142857143,100.0,99.14945385283932,77.35,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (64.0). Research prototype only. Not medical advice.,P0097
74.94166666666668,63.76833333333334,89.6277154165951,70.80952380952381,100.0,91.80577413733005,79.22,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (63.8). Research prototype only. Not medical advice.,P0098
74.67166666666665,75.89833333333334,82.40346615384125,85.21428571428572,100.0,88.38246942828195,81.95,high,Overall category: high. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (74.7). Research prototype only. Not medical advice.,P0099
69.08166666666668,68.34833333333333,89.64599550872865,78.5952380952381,100.0,65.03649404368956,77.16,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: confounding_risk_score (65.0). Research prototype only. Not medical advice.,P0100
61.89499999999999,70.91666666666667,88.30589648742259,92.21428571428572,100.0,98.94048145413045,81.04,high,Overall category: high. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (61.9). Research prototype only. Not medical advice.,P0101
59.22666666666666,57.23666666666667,81.41947624104712,57.97619047619047,100.0,55.373424421682174,66.77,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: confounding_risk_score (55.4). Research prototype only. Not medical advice.,P0102
58.41333333333334,49.135000000000005,86.85068543571226,62.642857142857146,100.0,59.42667465415141,67.14,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (49.1). Research prototype only. Not medical advice.,P0103
57.66833333333333,63.211666666666666,87.27561284254631,75.09523809523809,100.0,61.26823953719172,71.91,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (57.7). Research prototype only. Not medical advice.,P0104
63.07500000000002,62.51,87.95263350227948,85.59523809523809,100.0,93.98328549997133,78.1,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (62.5). Research prototype only. Not medical advice.,P0105
59.96833333333333,61.12500000000001,87.9680700291875,75.09523809523809,100.0,94.035383579295,75.48,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (60.0). Research prototype only. Not medical advice.,P0106
61.934999999999995,57.31666666666666,92.0104026980122,62.642857142857146,100.0,86.42756715680953,73.39,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (57.3). Research prototype only. Not medical advice.,P0107
57.690000000000005,63.43,90.4776142831824,77.42857142857143,100.0,98.07936767207165,76.63,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (57.7). Research prototype only. Not medical advice.,P0108
56.838333333333324,57.336666666666666,88.82066246884114,56.02380952380953,100.0,66.88959399567513,68.53,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (56.0). Research prototype only. Not medical advice.,P0109
50.193333333333335,47.61166666666665,91.41578210606053,51.73809523809524,100.0,87.58292383757207,66.87,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (47.6). Research prototype only. Not medical advice.,P0110
73.985,67.64666666666666,88.11500173132352,52.90476190476191,100.0,83.14363590666173,75.9,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (52.9). Research prototype only. Not medical advice.,P0111
71.92999999999999,71.26666666666665,90.63867159765665,67.6904761904762,100.0,94.12191199961205,79.93,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (67.7). Research prototype only. Not medical advice.,P0112
53.411666666666655,53.08333333333333,85.19936800018509,46.69047619047619,100.0,87.26476460909917,66.74,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (46.7). Research prototype only. Not medical advice.,P0113
58.92666666666667,47.42166666666666,84.52570015644886,30.33333333333334,100.0,91.31917349806959,64.8,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (30.3). Research prototype only. Not medical advice.,P0114
47.14833333333333,45.128333333333316,83.52154201086871,29.166666666666668,100.0,82.70316852296766,60.16,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: missingness_risk_score (29.2). Research prototype only. Not medical advice.,P0115
68.18833333333333,64.73166666666667,90.13390569272181,88.71428571428572,100.0,88.30123571566372,80.16,high,Overall category: high. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (64.7). Research prototype only. Not medical advice.,P0116
61.566666666666656,68.04,88.65339515825512,71.19047619047619,100.0,86.69993861051462,76.08,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (61.6). Research prototype only. Not medical advice.,P0117
59.84,60.148333333333326,85.12828147209893,85.21428571428572,100.0,78.48907656580333,74.65,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (59.8). Research prototype only. Not medical advice.,P0118
42.693333333333335,51.06,89.58048842063918,62.642857142857146,100.0,98.4220939442017,68.04,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: signal_quality_score (42.7). Research prototype only. Not medical advice.,P0119
57.64999999999999,53.565,85.3577898134466,53.69047619047619,100.0,96.4156415917991,69.89,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (53.6). Research prototype only. Not medical advice.,P0120
67.17500000000001,60.325,89.64948853652523,87.54761904761905,100.0,91.45086378072101,79.07,moderate,Overall category: moderate. Strongest component: device_bias_score (100.0). Weakest component: artifact_burden_score (60.3). Research prototype only. Not medical advice.,P0121
